scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
12f,12f | Wirral 006A,cyclist,Liverpool 037H | upper parliament st crossing,Liverpool 037H,upper parliament st crossing,Upper Parliament St crossing,53071,1,Liverpool,12.143,51.962,39.819,7,1,6,Path/cycle facility;Road,Other / crossing,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,178,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 037H | upper stanhope st,Liverpool 037H,upper stanhope st,Upper Stanhope St,50816,1,Liverpool,12.143,51.962,39.819,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,179,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 013C | runcorn spur rd,Halton 013C,runcorn spur rd,Runcorn Spur Rd,46460;46462,2,Halton,12.143,52.546,40.403,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,6,0.031413612565445,0,1,1,73,9.91666666666667,0.147522522522523,-0.135341347869762,0.0458095360312943,0.181150883901057,Inf,0.445701863268264,-1,FALSE,Inf,Inf,180,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 026A | broad green rd,Liverpool 026A,broad green rd,"Broad Green Rd near Queens Dr; Broad Green Rd, W of Queens Dr (right turn); Broad Green Rd, W of Queens Dr (straight)",53268;54536;54537,3,Liverpool,12.143,53.323,41.18,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,181,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 026A | east prescot rd walkway,Liverpool 026A,east prescot rd walkway,East Prescot Rd walkway,50817,1,Liverpool,12.143,53.323,41.18,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,182,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 026A | queens dr,Liverpool 026A,queens dr,Queens Dr near Broadgreen Hospital (SB traffic),53271;53272,2,Liverpool,12.143,53.323,41.18,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,183,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 037D | princes rd,Liverpool 037D,princes rd,Princes Rd near Upper Stanhope St,49940;49941;49945,3,Liverpool,12.143,54.618,42.475,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,184,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 037D | upper parliament st,Liverpool 037D,upper parliament st,Upper Parliament St near Princes Rd,49929;49930;49931;49932,4,Liverpool,12.143,54.618,42.475,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,185,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004I | london st,Sefton 004I,london st,London St near Hawesside St,46621;46622;46623,3,Sefton,12.143,55.692,43.549,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,186,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 007A | gerrard st,Halton 007A,gerrard st,Gerrard St near Widnes Rd,50273;50274;50275;50396,4,Halton,12.143,58.639,46.496,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,187,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 007A | waterfront rbt,Halton 007A,waterfront rbt,Waterfront Rbt near Grn Oaks Way,49530;49531;49532,3,Halton,12.143,58.639,46.496,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,188,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 012E | windle st,St. Helens 012E,windle st,Windle St near North Rd,55118;55119;55120,3,St. Helens,12.143,59.045,46.902,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,189,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 017A | fleet ln,St. Helens 017A,fleet ln,Fleet Ln near Broad Ln,51827,1,St. Helens,12.143,59.972,47.829,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,190,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 017A | newton rd,St. Helens 017A,newton rd,Newton Rd near Waring Ave,51810;51811;51813,3,St. Helens,12.143,59.972,47.829,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,191,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 007D | victoria rd,Halton 007D,victoria rd,Victoria Rd near Ashley Way West,51662;51663;51679,3,Halton,12.143,60.023,47.88,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,192,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 007D | waterloo rd,Halton 007D,waterloo rd,Waterloo Rd near West Bank St,50313;50314;50315,3,Halton,12.143,60.023,47.88,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,193,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Knowsley 020C | higher rd,Knowsley 020C,higher rd,"Higher Rd, E of Old Hutte Ln; Higher Rd, W of Old Hutte Ln",49271;49272;49273;49274;49275;49399;49400,7,Knowsley,12.143,60.604,48.461,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,194,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Knowsley 020C | old hutte ln,Knowsley 020C,old hutte ln,Old Hutte Ln near Higher Rd,49276;49277;49278,3,Knowsley,12.143,60.604,48.461,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,195,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 038B | cambridge rd,Sefton 038B,cambridge rd,Cambridge Rd near Sidney Rd,50018;50019;50020,3,Sefton,12.143,61.295,49.152,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,196,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 007C | dundalk rd,Halton 007C,dundalk rd,Dundalk Rd,46457;46458;46459,3,Halton,12.143,62.648,50.505,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,6,0.031413612565445,0,1,1,73,75.1111111111111,1.02852852852853,-0.135341347869762,0.0204386676772738,0.155780015547036,Inf,0.239692698766629,-1,FALSE,Inf,Inf,197,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 005A | egremont promenade,Wirral 005A,egremont promenade,Egremont Promenade,49587;49588;49589,3,Wirral,12.143,63.141,50.998,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,198,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 038C | wellington rd,Liverpool 038C,wellington rd,Wellington Rd,53536;53537;53538;53668,4,Liverpool,12.143,63.285,51.142,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,199,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 010G | beaufort rd,Wirral 010G,beaufort rd,Beaufort Rd near Ilchester Rd,50825;50828;50829;50830,4,Wirral,12.143,63.355,51.212,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,200,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 031G | quorn st,Liverpool 031G,quorn st,Quorn St near Wedgewood St,49394,1,Liverpool,12.143,63.779,51.636,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,201,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 023C | shaw st,Liverpool 023C,shaw st,Shaw St near William Henry St,52815;52816;52817;52818,4,Liverpool,12.143,65.01,52.867,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,202,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 014C | peasley cross ln,St. Helens 014C,peasley cross ln,Peasley Cross Ln near Parr St,54619;54620;54621;54622,4,St. Helens,12.143,65.045,52.902,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,203,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 014C | waterside,St. Helens 014C,waterside,Waterside near Standish St,51846;51847,2,St. Helens,12.143,65.045,52.902,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,204,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 039D | lodge ln,Liverpool 039D,lodge ln,Lodge Ln near Tunnel Rd,49964,1,Liverpool,12.143,65.143,53,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,205,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 009A | wirral circular,Wirral 009A,wirral circular,Wirral Circular near Scoresby Rd,50835,1,Wirral,12.143,67.045,54.902,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,206,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 044A | st james pl,Liverpool 044A,st james pl,St James Pl near Hill St,50705;50710,2,Liverpool,12.143,68.396,56.253,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,207,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 030A | holt rd,Liverpool 030A,holt rd,Holt Rd near Edge Ln,49388;49389;49390,3,Liverpool,12.143,69.234,57.091,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,208,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 030A | ling st,Liverpool 030A,ling st,Ling St near Holt Rd,49969,1,Liverpool,12.143,69.234,57.091,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,209,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 030A | quorn st,Liverpool 030A,quorn st,Quorn St near Brae St,49395,1,Liverpool,12.143,69.234,57.091,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,210,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 030A | wedgewood st,Liverpool 030A,wedgewood st,Wedgewood St near Quorn St,49396,1,Liverpool,12.143,69.234,57.091,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,211,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 039B | lodge ln,Liverpool 039B,lodge ln,Lodge Ln near Tunnel Rd,49962;49963,2,Liverpool,12.143,70.045,57.902,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,212,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 016F | argyle st,Wirral 016F,argyle st,Argyle St near Bridge St,46429;46430;46431,3,Wirral,12.143,71.864,59.721,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,6,0.031413612565445,0,1,1,68,21.9444444444444,0.332528180354267,-0.183462458229746,-0.164549387048157,0.0189130711815897,Inf,0.289482539505088,1,FALSE,Inf,Inf,213,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 016F | hamilton st,Wirral 016F,hamilton st,Hamilton St near Hamilton Sq,47771,1,Wirral,12.143,71.864,59.721,7,1,6,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,214,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 016G | argyle st,Wirral 016G,argyle st,Argyle St; Argyle St near Hamilton Sq,46424;46425;46426;46427;46428,5,Wirral,12.143,71.864,59.721,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,7,0.0366492146596859,0,1,0.942857142857143,70.3333333333333,51.6952380952381,0.73871829105474,-0.0574938379869238,-0.0246091523278408,0.032884685659083,Inf,0.229321131976927,1,FALSE,Inf,Inf,215,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 016G | chester st,Wirral 016G,chester st,Chester St,46436;46437;46438,3,Wirral,12.143,71.864,59.721,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,7,0.0366492146596859,0,1,0.952380952380952,70.3333333333333,27.0238095238095,0.392857142857143,-0.0574938379869238,-0.206412435277933,0.148918597291009,Inf,0.230653535300114,1,FALSE,Inf,Inf,216,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 016G | hamilton st,Wirral 016G,hamilton st,Hamilton St near Chester St; Hamilton St near Hamilton Sq; Hamilton St near Shore Rd,46432;46433;46434;46435;47770,5,Wirral,12.143,71.864,59.721,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,7,0.0366492146596859,0,1,1,70.3333333333333,31.6071428571429,0.457109479305741,-0.0574938379869238,-0.0461620417631626,0.0113317962237612,Inf,0.109405212573841,1,FALSE,Inf,Inf,217,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 022D | boundary st,Liverpool 022D,boundary st,Boundary St; Boundary St near Commercial Rd,46780;46781;46782;46786;46787;46789,6,Liverpool,12.143,72.513,60.37,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,218,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 022D | vauxhall rd,Liverpool 022D,vauxhall rd,Vauxhall Rd near Boundary St,46776;46777;46778;46779,4,Liverpool,12.143,72.513,60.37,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,219,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 036C | chesnut grove,Sefton 036C,chesnut grove,Chesnut Grove,50017,1,Sefton,12.143,74.774,62.631,7,1,6,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,220,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 008C | birkenhead rd,Wirral 008C,birkenhead rd,Birkenhead Rd,49567;49568,2,Wirral,12.143,76.106,63.963,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,221,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 037B | chesnut grove,Sefton 037B,chesnut grove,Chesnut Grove,50015;50016,2,Sefton,12.143,77.125,64.982,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,222,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 009A | dover rd,Sefton 009A,dover rd,Dover Rd near Conyers Ave,40743;40744,2,Sefton,12.143,8.868,3.275,7,8,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,187,0.979057591623037,0.923076923076923,1,1,73.4331550802139,82.8770053475935,1.12687693081399,0.976754783013731,1.15323685077847,0.176482067764738,0.0551654965593636,0.133917105504611,0.932767840461828,TRUE,0.115996825541551,0.198746825541551,1,TRUE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 011D | liverpool rd,Sefton 011D,liverpool rd,Liverpool Rd near Saint Thomas More Dr,22871;26532;40723;40724,4,Sefton,12.143,15.515,3.372,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,191,1,1,1,0.992146596858639,72.9476439790576,67.9908376963351,0.932968705749079,0.982500253626245,0.52743334366735,0.455066909958895,0.14384625048163,0.133557777693593,0.855807997512723,TRUE,0.191518711830505,0.275238711830505,2,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 002C | preston new rd,Sefton 002C,preston new rd,Preston New Rd near Mallee Cres; Preston New Rd near Rathmore Cres,40730;40731;40732;40733,4,Sefton,12.143,7.648,4.495,7,9,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.967741935483871,1,0.994736842105263,73.1491228070175,93.6092105263158,1.27593162190938,0.981339699581438,0.696773675426153,0.284566024155285,0.113644063494141,0.231025639359754,0.808486374684449,FALSE,0.211365065122857,0.356315065122857,3,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 009F | waterloo rd,Sefton 009F,waterloo rd,Waterloo Rd near Cromer Rd; Waterloo Rd near Grnbank Dr,22870;40725;40726,3,Sefton,12.143,7.398,4.745,7,9,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,191,1,1,1,0.989528795811518,72.9476439790576,65.7722513089005,0.9029665817049,0.982500253626245,0.441236305886436,0.541263947739809,0.182507627720715,0.149470606265515,0.66601624417052,FALSE,0.25130742919663,0.39875742919663,4,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 009F | trafalgar rd,Sefton 009F,trafalgar rd,Trafalgar Rd near Churchfields,40727;40728;40729,3,Sefton,12.143,7.398,4.745,7,9,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,185,0.968586387434555,0.935483870967742,1,1,73.0126126126126,103.181981981982,1.40762470482265,0.995342532613557,0.641084415372252,0.354258117241306,0.137815519670479,0.229113781409685,0.877429345077337,FALSE,0.258663667158395,0.406113667158395,5,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 003D | park cres,Sefton 003D,park cres,Park Cres,40720;40721;40722,3,Sefton,12.143,18.584,6.441,7,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,181,0.947643979057592,0.875,1,1,73.1749539594843,143.36832412523,1.94632172207463,0.994458859457061,0.926552498288134,0.0679063611689265,0.0400872373429043,0.0898859817233041,0.953274115100911,FALSE,0.247305413942057,0.411715413942057,6,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 003B | harrison dr,Wirral 003B,harrison dr,Harrison Dr,23802;23803;23804,3,Wirral,12.143,9.32,2.823,7,8,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,145,0.759162303664922,0.483870967741936,1,1,68.9885057471264,153.034482758621,2.20085399901462,0.827724098530642,0.605981129867996,0.221742968662646,0.109670339044633,0.0620174041996478,0.889008454867411,FALSE,0.369172681260965,0.447402681260965,7,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 019B | upton rd,Wirral 019B,upton rd,Upton Rd near Westwood Rd,41136;41137,2,Wirral,12.143,21.574,9.431,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.9375,1,1,73.2140350877193,78.8631578947369,1.07611933241927,0.967556073022256,0.484068273118252,0.483487799904003,0.157112593493666,0.139830460352525,0.76533263923011,FALSE,0.215139438689371,0.459449438689371,8,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 013B | meols parade,Wirral 013B,meols parade,Meols Parade,45760;45761;45762;45763,4,Wirral,12.143,5.71,6.433,7,10,3,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,57,0.298429319371728,0,1,1,95.0701754385965,148.263157894737,1.55368882395909,0.18692752483896,0.164536859689352,0.0223906651496087,0.0216146504055886,0.129132758867716,0.784861038019492,FALSE,0.261615899458292,0.475945899458293,9,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 034B | arrowe park rd,Wirral 034B,arrowe park rd,Arrowe Park Rd,23796;23797;23798,3,Wirral,12.143,18.837,6.694,7,5,2,Path/cycle facility;Road,Path/cycle facility,FALSE,181,0.947643979057592,0.9,1,1,71.9208103130755,34.622467771639,0.488508940297,0.945607726091646,0.655539834763751,0.290067891327896,0.0941577077906207,0.133306187331724,0.862566693317682,FALSE,0.340959516679903,0.507899516679903,10,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 047D | woolton rd,Liverpool 047D,woolton rd,Woolton Rd near Hope Park,22868;22869,2,Liverpool,12.143,7.072,5.071,7,9,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,190,0.994764397905759,0.964285714285714,1,1,72.5947368421053,148.244736842105,2.02792676821855,0.980201428369987,0.755491991223833,0.224709437146155,0.164696353321527,0.218164280998005,0.664417549924931,FALSE,0.358642989867896,0.509352989867896,11,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 009B | fender ln,Wirral 009B,fender ln,Fender Ln near Hoylake Rd,16367;16368;16390;16391;52615,5,Wirral,12.143,25.557,13.414,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.966666666666667,1,0.991578947368421,72.9982456140351,65.0449122807018,0.892519974394841,0.983335430786004,1.29066438485772,0.307328954071713,0.578172028658971,0.205075793927481,0.547771552780317,FALSE,0.29465848335873,0.57879848335873,12,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 004D | hawkshead st,Sefton 004D,hawkshead st,Hawkshead St near Kestrel Ct,40734;40735;40736,3,Sefton,12.143,33.442,21.299,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,188,0.984293193717278,0.9375,1,1,72.7056737588653,73.5975177304965,1.01210007216743,0.976974779152502,0.657139981203334,0.319834797949168,0.119002187328795,0.228517073426159,0.843934546136706,FALSE,0.14973596545134,0.61272596545134,13,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 008E | warwick st,Sefton 008E,warwick st,Warwick St near Warwick Close,45846;45847;45848,3,Sefton,12.143,23.844,11.701,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,56,0.293193717277487,0,1,1,95.2797619047619,134.660714285714,1.40902627511592,0.192463605130384,0.413357815585574,0.22089421045519,0.0604609917236495,0.116597848788575,0.181843193149606,FALSE,0.349001194899219,0.616011194899219,14,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
