scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
12f,12f | Wirral 006A,cyclist,Sefton 026B | maghull ln,Sefton 026B,maghull ln,Maghull Ln near Maghull Ln Interchange,40745;40746,2,Sefton,12.143,26.451,14.308,7,4,3,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,190,0.994764397905759,0.967741935483871,1,1,35.7982456140351,14.1631578947368,0.412061978545888,1.23723614779371,1.27383944877141,0.0366033009776972,0.113487622063132,0.121960381909297,0.911495581492341,FALSE,0.320743965304096,0.613823965304096,14,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 009F | trafalgar rd,Sefton 009F,trafalgar rd,Trafalgar Rd near Churchfields,40727;40728;40729,3,Sefton,12.143,7.398,4.745,7,9,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,185,0.968586387434555,0.935483870967742,1,1,36.0144144144144,13.3153153153153,0.386749744438495,1.24667969422909,0.753204536121366,0.493475158107726,0.173990620279336,0.161586072185205,0.904201865739596,FALSE,0.473695056403753,0.621145056403753,15,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 009B | fender ln,Wirral 009B,fender ln,Fender Ln near Hoylake Rd,16367;16368;16390;16391;52615,5,Wirral,12.143,25.557,13.414,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.966666666666667,1,0.991578947368421,35.7280701754386,21.0791228070175,0.601151182230714,1.24266455083057,0.712624814586466,0.530039736244105,0.167080043121024,0.258587816297645,0.893882650122615,FALSE,0.357418606190084,0.641558606190084,16,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Knowsley 002B | kirkby row,Knowsley 002B,kirkby row,Kirkby Row near Whitefield Dr,23789;23790;23791,3,Knowsley,12.143,33.737,21.594,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,167,0.87434554973822,0.5,1,1,36.3712574850299,39.5149700598802,1.08412113443358,1.17519374079024,0.797113714793488,0.378080025996755,0.132733282215502,0.291138387554671,0.915890092146456,FALSE,0.214105108318183,0.680045108318183,17,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 008E | warwick st,Sefton 008E,warwick st,Warwick St near Warwick Close,45846;45847;45848,3,Sefton,12.143,23.844,11.701,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,56,0.293193717277487,0,1,1,52.9345238095238,29.6845238095238,0.568921752565942,0.486342459241039,0.885098007215951,0.398755547974912,0.080724760364276,0.264932162365028,0.752616501201951,FALSE,0.421609430850317,0.688619430850317,18,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 006B | cycle ln,Halton 006B,cycle ln,Cycle Ln near Liverpool Rd / Prescott Rd,16366,1,Halton,12.143,38.588,26.445,7,2,5,Path/cycle facility;Road,Path/cycle facility,FALSE,190,0.994764397905759,0.967741935483871,1,1,35.7982456140351,32.1368421052631,0.900500595947556,1.23723614779371,0.798231632434779,0.439004515358931,0.15822964097528,0.272583870394292,0.878505745154037,FALSE,0.21412088866035,0.72857088866035,19,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 061C | liver st,Liverpool 061C,liver st,Liver St near Park Ln,16364;16365;16388;16389,4,Liverpool,12.143,15.028,2.885,7,6,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,191,1,1,1,0.965968586387435,35.6439790575916,117.968586387435,3.24660665809401,1.24396582561018,0.430061053440504,0.81390477216968,0.257748064301994,0.179543217553576,0.774009562216465,FALSE,0.650563845821836,0.729413845821835,20,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 013B | meols parade,Wirral 013B,meols parade,Meols Parade,45760;45761;45762;45763,4,Wirral,12.143,5.71,6.433,7,10,3,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,57,0.298429319371728,0,1,1,52.6023391812866,169.478070175439,3.18042221252455,0.46760400701529,0.7164677356114,0.24886372859611,0.0520254359523874,0.0848633834697712,0.949627504395367,FALSE,0.518327329042229,0.732657329042229,21,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 042C | fir ln,Liverpool 042C,fir ln,Fir Ln near Prince Alfred Rd,23780;23781,2,Liverpool,12.143,34.15,22.007,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,162,0.848167539267016,0.692307692307692,1,1,35.8600823045267,48.9012345679012,1.35380149603662,1.22928868536585,0.950112924844669,0.279175760521185,0.1722756564425,0.371587553602095,0.773613623459694,FALSE,0.277897670301245,0.747967670301245,22,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 022A | warrington rd,St. Helens 022A,warrington rd,Warrington Rd near Clock Face Rd,22894;22895;22896,3,St. Helens,12.143,40.354,28.211,7,2,5,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,191,1,1,1,1,35.6439790575916,19.39092495637,0.556460446730485,1.24396582561018,1.36628005222252,0.122314226612338,0.0510739339964568,0.132738991690781,0.95028919711783,FALSE,0.234886078664676,0.766996078664676,23,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 023B | breck rd,Liverpool 023B,breck rd,Breck Rd near Spindle Close,22872;22873;22874,3,Liverpool,12.143,46.712,34.569,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,187,0.979057591623037,0.923076923076923,1,1,35.7557932263815,37.7682709447415,1.05475266731329,1.24685077757623,1.06867154654784,0.17817923102839,0.135583382242464,0.186866436454274,0.85853853659459,FALSE,0.125379438719784,0.771069438719784,24,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 038A | stuart rd,Sefton 038A,stuart rd,Stuart Rd,45858;45859;45860;45861,4,Sefton,12.143,29.871,17.728,7,3,4,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,55,0.287958115183246,0,1,1,53.6181818181818,20.7136363636364,0.397553262316911,0.470554122115023,0.487957655312962,0.0174035331979391,0.0265216153228818,0.313660915782906,0.638227850338092,FALSE,0.439528515333567,0.816808515333567,25,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 003B | marshside rd,Sefton 003B,marshside rd,Marshside Rd near Fylde Rd,22884;22885;22886,3,Sefton,12.143,40.465,28.322,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,1,35.6439790575916,35.9197207678883,1.00752488450731,1.24396582561018,0.553503768777125,0.690462056833058,0.238280629708621,0.394255819323248,0.654922122165667,FALSE,0.296454024004703,0.829674024004703,26,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 029B | ashbourne ave,Sefton 029B,ashbourne ave,Ashbourne Ave near Elton Ave,45854,1,Sefton,12.143,40.265,28.122,7,2,5,Path/cycle facility;Road,Path/cycle facility,FALSE,57,0.298429319371728,0,1,1,52.6023391812866,85.9824561403509,1.62273619899629,0.46760400701529,0.624980845413437,0.157376838398146,0.0105951631135492,0.313755530208457,0.663165822159279,FALSE,0.336834867916831,0.868054867916831,27,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 042C | prince alfred rd,Liverpool 042C,prince alfred rd,Prince Alfred Rd near Fir Ln,22877;22878;22879,3,Liverpool,12.143,34.15,22.007,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.966666666666667,1,1,35.7456140350877,22.8333333333333,0.648603485318692,1.24412667817917,0.526602114950222,0.717524563228946,0.222847780717413,0.261883368094078,0.771124346613028,FALSE,0.404835159326409,0.874905159326409,28,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 024E | peasley cross ln,St. Helens 024E,peasley cross ln,Peasley Cross Ln near McManus Dr,22882;22883,2,St. Helens,12.143,40.867,28.724,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.9375,1,1,35.8095238095238,21.7222222222222,0.617291936179388,1.24093285123902,0.74290160610684,0.498031245132175,0.165171845719352,0.232472136029836,0.892176443651908,FALSE,0.33994427368934,0.87718427368934,29,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004I | talbot st,Sefton 004I,talbot st,Talbot St near Portland St,16370;16371;16372,3,Sefton,12.143,55.692,43.549,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,188,0.984293193717278,0.9375,1,1,35.8900709219858,33.1524822695035,0.925790637316159,1.23108913232744,0.929546398003605,0.301542734323837,0.0990264539359523,0.256346239790402,0.915417562797877,FALSE,0.156326331434548,0.891816331434548,30,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004D | hall st,Sefton 004D,hall st,Hall St near East St,40737;40738;40739,3,Sefton,12.143,33.442,21.299,7,2,5,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,188,0.984293193717278,0.928571428571429,1,1,35.9078014184397,19.6755319148936,0.560194081475788,1.24587811824563,0.491745217330735,0.754132900914891,0.242670666179075,0.306429574616408,0.803968646427041,FALSE,0.465511814538625,0.928501814538625,31,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 059F | western ave,Liverpool 059F,western ave,Western Ave near of Bray Rd,16361;16386;16387,3,Liverpool,12.143,58.134,45.991,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.964285714285714,1,0.99647266313933,35.8835978835979,39.1005291005291,1.08721847654569,1.24619523237073,0.87530079159006,0.370894440780666,0.127401618136756,0.213633419921501,0.912055306365309,FALSE,0.175934160013998,0.935844160013998,32,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004G | hoghton st,Sefton 004G,hoghton st,Hoghton St near Hoghton Grove; Hoghton St near Queen's Rd,43340;43342;43343;43493;43494;43495,6,Sefton,12.143,45.56,33.417,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,119,0.62303664921466,0,1,0.970588235294118,25.8879551820728,31.0798319327731,1.19309303052401,0.521997143222419,0.125749550851929,0.396247592370489,0.140904732294571,0.297320216526723,0.724421877940955,FALSE,0.307816170303882,0.941986170303883,33,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004D | hawkshead st,Sefton 004D,hawkshead st,Hawkshead St near Kestrel Ct,40734;40735;40736,3,Sefton,12.143,33.442,21.299,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,188,0.984293193717278,0.9375,1,1,35.8581560283688,14.8102836879433,0.428949393881085,1.23264523746732,0.655087339590873,0.577557897876444,0.188996496752472,0.285771316721192,0.877535622037572,FALSE,0.480847582600139,0.943837582600139,34,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 057D | saint mary's rd,Liverpool 057D,saint mary's rd,Saint Mary's Rd near Sidwell St,16375;16376;16395,3,Liverpool,12.143,45.859,33.716,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.951134380453752,35.6439790575916,64.3856893542758,1.78435014525885,1.24396582561018,0.803747558772115,0.440218266838068,0.139172715042022,0.211898308188374,0.946511645963188,FALSE,0.340587342316759,0.977747342316759,35,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004A | queen's rd,Sefton 004A,queen's rd,Queen's Rd near Hawkshead St,43346;43347,2,Sefton,12.143,40.356,28.213,7,2,5,Path/cycle facility;Road,Road,FALSE,190,0.994764397905759,0.967741935483871,1,1,35.5175438596491,80.1842105263158,2.2231563776123,1.2552881449136,0.748402248659435,0.506885896254169,0.169861937740702,0.317541375026021,0.878021188489847,FALSE,0.446198956939605,0.978328956939605,36,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 015B | crown gate,Halton 015B,crown gate,Crown Gate,16363,1,Halton,12.143,58.811,46.668,7,1,6,Path/cycle facility;Road,Road,FALSE,191,1,1,1,1,35.6439790575916,38.130890052356,1.06786683811973,1.24396582561018,0.738902503622795,0.505063321987388,0.193178194422419,0.244275040304879,0.871557064635864,FALSE,0.221872181754999,0.988552181754999,37,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 010G | utting ave east,Liverpool 010G,utting ave east,Utting Ave East near Lorenzo Dr,23795,1,Liverpool,12.143,58.76,46.617,7,1,6,Path/cycle facility;Road,Road,FALSE,190,0.994764397905759,0.967741935483871,1,1,35.7754385964912,24.6684210526316,0.697977292243106,1.24660321063733,1.03481462334334,0.211788587293981,0.126133165643732,0.187714498277645,0.835477716764051,FALSE,0.223142754239708,0.989312754239708,38,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 047C | woolton rd,Liverpool 047C,woolton rd,Woolton Rd near Hope Park,22867,1,Liverpool,12.143,3.939,8.204,7,10,3,Path/cycle facility;Road,Path/cycle facility,FALSE,190,0.994764397905759,0.964285714285714,1,1,35.7263157894737,11.2736842105263,0.334193178561192,1.2470780372131,0.216594362011349,1.03048367520175,0.388775654785752,0.496075238800234,0.436565810686763,FALSE,0.772185309242262,1.00422530924226,39,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Knowsley 008F | stockbridge ln,Knowsley 008F,stockbridge ln,Stockbridge Ln near Waterpark Dr,23811;23812;23813,3,Knowsley,12.143,77.148,65.005,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.9375,1,1,35.7561403508772,37.9315789473684,1.05918571905876,1.2295330258644,1.1416219270448,0.0879110988196032,0.079741323151296,0.187491239154008,0.948172550073222,FALSE,0.0824948153523401,1.03254481535234,40,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 014D | murdishaw centre,Halton 014D,murdishaw centre,Murdishaw Centre,23806,1,Halton,12.143,58.314,46.171,7,1,6,Path/cycle facility;Road,Road,FALSE,191,1,1,1,1,35.6439790575916,21.2303664921466,0.606658094013431,1.24396582561018,1.59932772588293,0.355361900272742,0.209292130240527,0.261483191171158,0.868616440781183,FALSE,0.31992255168319,1.08163255168319,41,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 027D | new chester rd,Wirral 027D,new chester rd,New Chester Rd near Bedford Rd; New Chester Rd near St Paul's Rd,16350;16351;16352;16356;16357;16358,6,Wirral,12.143,59.878,47.735,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,114,0.596858638743456,0,1,1,25.5204678362573,46.0365497076024,1.77359426681367,0.473578430584119,0.402632422755676,0.070946007828443,0.0593645988455827,0.25233493236476,0.785526190341046,FALSE,0.318349808031733,1.09569980803173,42,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Halton 012F | queensway,Halton 012F,queensway,Queensway near New Rbt,40834;40835,2,Halton,12.143,36.719,24.576,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,187,0.979057591623037,0.875,1,1,35.9893048128342,169.620320855615,4.61269336417522,1.22088767192936,0.864699535355953,0.356188136573404,0.137069252378728,0.167757022288963,0.917904336417337,FALSE,0.607386852703215,1.10314685270321,43,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 024D | west derby rd,Liverpool 024D,west derby rd,"West Derby Rd - Eastbound, near Sheil Rd; West Derby Rd - Westbound, near Sheil Rd",15104;15106;15160;15161;15162,5,Liverpool,12.143,64.417,52.274,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,187,0.979057591623037,0.935483870967742,1,0.957219251336898,35.8288770053476,48.0716577540107,1.33242340641789,1.25280512603871,0.727812358864364,0.524992767174346,0.162947299337154,0.200454432304828,0.94454152800078,FALSE,0.281940724683083,1.10468072468308,44,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Knowsley 004A | kirkby row,Knowsley 004A,kirkby row,Kirkby Row near Valley Rd,23792;23793;23794,3,Knowsley,12.143,70.978,58.835,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.967741935483871,1,1,35.7754385964912,26.9228070175439,0.759278694781032,1.24660321063733,0.944189515038511,0.302413695598815,0.110162777114929,0.290685306456067,0.91958713683055,FALSE,0.219236394270751,1.10758639427075,45,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 004H | king st,Sefton 004H,king st,King St near Wellington St,40740;40741;40742,3,Sefton,12.143,55.692,43.549,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,188,0.984293193717278,0.9375,1,1,35.831560283688,16.5620567375887,0.476820873248929,1.23428313911583,0.896239120062149,0.338044019053678,0.167468672109202,0.236741627738081,0.861666823714284,FALSE,0.381606875822386,1.11709687582239,46,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 027A | prescot rd,Liverpool 027A,prescot rd,Prescot Rd near Barrymore Rd; Prescot Rd near Dunmore Rd,22890;22891;22892;22893,4,Liverpool,12.143,60.219,48.076,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.992146596858639,35.6439790575916,58.0379581151832,1.61112301757394,1.24396582561018,0.674885414843575,0.569080410766608,0.173644212806296,0.243840950899093,0.948045721474997,FALSE,0.350050577036781,1.13081057703678,47,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 060C | london rd,Liverpool 060C,london rd,"London Rd - Eastbound, near Norton St; London Rd - Westbound, near Norton St",23807;23808,2,Liverpool,12.143,24.01,11.867,7,4,3,Path/cycle facility;Road,Road,FALSE,190,0.994764397905759,0.964285714285714,1,0.992105263157895,35.7263157894737,230.918421052632,6.31477500716538,1.2470780372131,0.319985622634056,0.927092414579046,0.280381963581942,0.17871160375954,0.747077042271253,FALSE,0.886322821797129,1.15499282179713,48,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 031C | new chester rd,Wirral 031C,new chester rd,New Chester Rd near Sefton Rd,16381;16382;16383,3,Wirral,12.143,44.541,32.398,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,189,0.989528795811518,0.9375,1,1,35.8412698412698,89.1234567901235,2.44626358370434,1.22823175108479,0.527137698257224,0.701094052827561,0.218251913187149,0.283686179896712,0.855582920953416,FALSE,0.533751319722416,1.15773131972242,49,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 011C | utting ave east,Liverpool 011C,utting ave east,Utting Ave East near Parthenon Dr,22889,1,Liverpool,12.143,57.15,45.007,7,1,6,Path/cycle facility;Road,Road,FALSE,190,0.994764397905759,0.964285714285714,1,1,35.7263157894737,28.0263157894737,0.790341071940384,1.2470780372131,0.308359731898532,0.93871830531457,0.288726925098421,0.190593508888385,0.741173574934681,FALSE,0.410001656151858,1.16007165615186,50,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 037D | merton rd,Sefton 037D,merton rd,Merton Rd near Washington Parade,16353;16392,2,Sefton,12.143,66.265,54.122,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.986910994764398,35.6439790575916,45.8900523560209,1.27961137305329,1.24396582561018,0.602972237079956,0.640993588530227,0.200100756780274,0.351104727378008,0.846499293377777,FALSE,0.325350467259146,1.16657046725915,51,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
